3248,7
3248,8
3247,27
3247,8
3247,97
3250,33
3253,56
3252,99
3253,19
3253,2
3252,44
3253,31
3253,57
3252,95
3253,81
3255,25
3256,39
3257,67
3258,12
3258,07
3257,63
3258,08
3258,38
3257,64
3257,19
3256,21
3256,47
3256,1
3256,4
3256,38
3257,51
3257,53
3257,06
3257,52
3257,87
3258,67
3259,05
3258,55
3260,21
3259,31
3259,53
3260,1
3259,13
3259,03
3260,19
3260,8
3261,6
3261,28
3263,16
3263,87
3262,97
3262,47
3262,75
3260,73
3261,67
3261,35
3259,65
3258,77
3258,58
3259,12
3260,43
3259,85
3258,89
3257,48
3258,36
3258,15
3258,28
3255,46
3255,11
3254,94
3255,56
3255,63
3256,24
3256,62
3256,84
3256,77
3256,06
3255,6
3255,97
3253,95
3254,38
3253,09
3252,64
3253,08
3252,15
3252,1
3251,35
3252,33
3253,17
3251,69
3250,74
3251,31
3249,56
3247,24
3248,69
3248,83
3249,72
3249,48
3248
3247,54
3247,28
3246,98
3245,57
3244,28
3245,46
3246,76
3245,07
3243,32
3244,5
3245,42
3246,31
3247,66
3248,92
3249,22
3248,95
3247,16
3247,19
3245,98
3247,98
3249,31
3249,01
3248,11
3249,63
3251,18
3252,62
3253,51
3253,67
3255,03
3255,77
3256,53
3255,47
3256,52
3258,67
3259,57
3259,53
3258,55
3257,66
3257,94
3257,3
3257,36
3258,43
3258,11
3258,56
3258,41
3258,2
3259,24
3260,58
3261,22
3262,23
3262,4
3262,18
3264,49
3264,28
3265,42
3264,37
3262,83
3262,74
3262,72
3260,79
3260,45
3260,48
3260,68
3259,97
3259,36
3259,66
3260,58
3260,85
3262,69
3261,64
3261,73
3262,07
3262,67
3261,67
3263,34
3264,8
3264,66
3264,09
3265,51
3262,55
3261,32
3260,66
3261,47
3264,22
3264,46
3262,49
3263,1
3263,78
3261,34
3259,92
3257,47
3254,37
3253,19
3252,23
3273,4
3273,4
3273,4
3273,4
3273,4
3273,4
3273,4
3273,4
3273,4
3273,4
3273,43
3273,46
3273,46
3273,47
3273,5
3273,64
3274,24
3275,02
3275,72
3277,32
3275,71
3276,59
3277,39
3276,87
3277,69
3278,26
3279,27
3278,24
3278,83
3278,89
3279,74
3278,86
3280,05
3278,31
3279,17
3281,16
3281,74
3281,86
3283,16
3283,1
3282,93
3283,47
3283,43
3282,73
3280,52
3282,25
3281,83
3280,92
3281,42
3280,64
3278,48
3275,31
3276,7
3277,51
3278,13
3279,71
3278,78
3279,02
3278,99
3277,6
3279,2
3281,03
3282,82
3283,95
3282,49
3284,39
3283,58
3282,34
3283,06
3283,29
3281,99
3281,73
3283,68
3285,63
3285,31
3285,55
3286,36
3286,54
3286,88
3286,99
3287,01
3286,15
3287,1
3288,45
3288,15
3288,13
3287,75
3287,89
3288,32
3288,54
3288,63
3288,77
3289,4
3288,44
3289,39
3289,75
3290,08
3289,76
3289,62
3288,12
3289,58
3289,54
3289,8
3288,8
3289,36
3289,55
3289,41
3288,63
3288,67
3289,15
3289,04
3289,66
3289,21
3289,37
3290,87
3290,21
3289,97
3290,16
3290,01
3289,64
3289,81
3290,06
3290,26
3290,92
3291,36
3291,5
3291,8
3292,7
3293,34
3292,23
3293,09
3290,37
3288,78
3287,62
3289,19
3288,06
3288,3
3288,78
3288,5
3287,55
3288,08
3288,41
3288,92
3289,02
3289,28
3289,54
3289,39
3289
3289,77
3289,66
3289,5
3289,03
3289,22
3289,25
3289,28
3289,36
3289,73
3289,26
3289,25
3289,74
3290,17
3289,98
3289,38
3289,4
3289,38
3289,35
3288,65
3288,62
3288,25
3288,02
3288,04
3287,84
3287,74
3287,75
3287,33
3287,34
3287,37
3287,2
3286,5
3285,98
3286,04
3285,7
3285,35
3285,33
3284,65
3284,63
3284,72
3284,9
3285,21
3286,16
3286,6
3286,14
3286,05
3285,75
3285,84
3285,87
3285,86
3285,72
3286,74
3286,87
3286,94
3287,44
3287,15
3287,01
3286,68
3286,34
3286,46
3286,32
3286,32
3286,41
3286,46
3285,79
3285,73
3285,93
3286,14
3286,65
3286,32
3286,29
3286,25
3286,27
3286,24
3286,76
3287,15
3287,02
3287,08
3287,59
3287,02
3287,23
3287,31
3287,4
3287,17
3287,37
3287,59
3287,83
3287,49
3287,97
3288,13
3287,96
3287,55
3287,79
3287,98
3287,36
3286,91
3287,03
3286,81
3287,22
3287,27
3287
3287,28
3287,32
3287,39
3286,72
3286,64
3286,9
3286,77
3286,87
3287,07
3286,81
3287,02
3287,11
3286,62
3286,55
3286,04
3286,22
3285,38
3286,1
3286,88
3286,14
3285,93
3284,69
3284,56
3284,76
3284,45
3284,07
3285,22
3284,77
3284,75
3285,09
3285,31
3285,5
3284,83
3286,46
3287,05
3287,15
3287,54
3287,73
3288,15
3287,68
3287,74
3287,79
3287,93
3286,93
3285,67
3285,41
3285,38
3285,36
3285,06
3285,67
3286,48
3285,98
3285,94
3285,5
3284,41
3284,49
3285,08
3285,8
3285,49
3285,15
3285,73
3286,54
3286,43
3286,58
3286,79
3285,89
3286,28
3285,78
3285,38
3285,29
3286,25
3285,74
3286,35
3285,85
3285,73
3285,93
3284,12
3283,34
3283,07
3283,2
3282,6
3282,13
3281,66
3281,92
3281,77
3282,65
3282,3
3281,43
3280,41
3279,38
3279,51
3278,93
3279,91
3280,49
3280,13
3279,8
3279,99
3280,2
3279,96
3279,39
3278,15
3278,76
3278,48
3278,31
3277,96
3278,13
3276,7
3275,16
3275,92
3276,64
3276,61
3275,82
3274,65
3274,08
3273,37
3272,75
3274,39
3274,36
3273,91
3274,31
3274,33
3274,87
3273,39
3276,69
3275,91
3276
3278,49
3280,39
3280,26
3279,61
3281,52
3282,21
3284,19
3285,76
3285,67
3285,61
3284,99
3284,28
3285,59
3286,38
3287,44
3288,46
3288,54
3289,1
3289,92
3289,27
3289,03
3288,05
3289,38
3290,3
3291,39
3291,08
3290,66
3290,91
3289,77
3291,22
3291,28
3276,24
3276,24
3276,24
3276,24
3276,24
3276,24
3276,24
3276,24
3276,25
3276,25
3276,25
3276,23
3276,23
3276,22
3276,21
3276,36
3277,78
3279,03
3279,87
3280,4
3278,3
3279,42
3278,73
3278,29
3280,11
3281,25
3281,24
3281,75
3280,86
3280,47
3281,15
3280,03
3279,36
3279,93
3279,65
3279,02
3280,78
3282,02
3282,04
3281,94
3283,02
3282,84
3284,31
3283,1
3283,75
3284,27
3283,34
3283,77
3282,99
3283,53
3283,51
3283,64
3282,79
3282,35
3282,15
3281,44
3280,58
3279,97
3279,94
3280,62
3281,14
3280,79
3280,21
3280,2
3280,48
3280,21
3280,04
3280,66
3281,1
3281,05
3280,61
3281,41
3282,36
3282,22
3282,07
3282,37
3282,36
3283,32
3283,29
3282,98
3282,66
3282,5
3282,74
3282,63
3283,65
3284,12
3284,93
3285,22
3284,95
3285,31
3285,56
3284,82
3285,44
3285,53
3285,04
3284,14
3285
3284,56
3284,59
3284,33
3282,39
3282,14
3282,1
3281,46
3281,27
3281,17
3281,45
3281,73
3281,76
3282,15
3282,23
3282,56
3282,08
3282,6
3282,65
3282,76
3282,32
3282,29
3282,27
3282,21
3282,9
3281,58
3281,16
3280,22
3280,35
3280,03
3279,78
3279,88
3280,48
3280,25
3280,38
3279,89
3279,97
3279,99
3279,78
3278,8
3278,32
3278,52
3278,81
3278,71
3279
3278,26
3278,46
3278,35
3278,55
3278,24
3278,06
3277,71
3277,52
3277,98
3276,96
3276,69
3276,33
3275,75
3275,44
3274,65
3274,68
3274,34
3274,45
3274,79
3275,57
3277,16
3276,77
3275,72
3275,67
3276,33
3276,58
3276,98
3277,3
3277,44
3277,16
3277,03
3276,45
3276,12
3275,69
3276,41
3276,13
3276,53
3276,83
3276,94
3276,66
3276,59
3276,16
3275,79
3275,5
3275,16
3275,63
3275,8
3275,64
3275,8
3276,15
3276,17
3277
3277,56
3278,05
3279,09
3278,92
3279,15
3279,07
3279,26
3278,95
3279,1
3278,67
3278,44
3279,27
3279,65
3279,57
3280,03
3279,64
3279,89
3279,34
3279,13
3278,86
3278,92
3279,01
3279,43
3280,02
3280,2
3280,25
3280,47
3281,15
3281,4
3281,62
3281,38
3281,07
3281,59
3281,74
3281,68
3281,79
3282,21
3282,31
3282,2
3281,66
3281,62
3282,08
3281,59
3281,07
3280,79
3280,4
3279,45
3280,12
3279,69
3279,54
3278,78
3279,35
3278,64
3278,55
3278,21
3278,55
3279,21
3278,93
3278,93
3279,53
3279,61
3279,99
3280
3279,6
3278,86
3278,91
3278,71
3278,44
3278,08
3278,32
3278,38
3277,59
3276,51
3276,4
3275,99
3275,95
3276,35
3277,59
3278,14
3277,84
3278,1
3277,79
3277,81
3278,05
3278,43
3277,5
3277,61
3278,37
3278,66
3278,92
3278,42
3277,99
3277,86
3277,43
3277,42
3277,32
3277,84
3277,13
3276,51
3275,84
3277,01
3276,99
3276,02
3275,75
3275,87
3275,46
3274,33
3274,69
3274,72
3273,89
3274,05
3273,6
3272,85
3273,01
3274,18
3274,78
3274,44
3273,16
3273,95
3274,66
3275,85
3277,05
3276,32
3275,63
3275,75
3275,16
3275,73
3276,33
3277,06
3277,2
3275,73
3274,52
3274,38
3275,07
3276
3276,4
3277,33
3276,22
3276,15
3275,89
3275,41
3274,38
3273,16
3273,44
3272,99
3272,82
3272,52
3273,51
3272,51
3271,25
3271,11
3270,71
3271,4
3272,83
3272,74
3272,78
3272,6
3271,13
3268,32
3266,98
3267,19
3267,25
3267,18
3267,77
3268,23
3267,84
3268,14
3268,8
3266,96
3265,73
3266,78
3265,95
3265,57
3265,6
3264,54
3263,9
3263,27
3260,47
3260,71
3260,96
3261,57
3261,84
3258,72
3257,3
3258,12
3258,4
3258,9
3258,48
3258,34
3258,33
3257,38
3255,86
3257,45
3256,08
3255,52
3254,81
3255,54
3256,43
3255,41
3254,5
3253,73
3253,6
3254,35
3254,59
3255,41
3255,65
3255,86
3257,6
3261,02
3260,54
3258,57
3259,49
3243,63
3243,63
3243,63
3243,63
3243,63
3243,63
3243,63
3243,63
3243,63
3243,62
3243,58
3243,5
3243,48
3243,42
3243,36
3243,22
3244,06
3245,32
3245,49
3245,41
3244,18
3245,54
3243,72
3242,79
3242,95
3243,94
3244,73
3245,06
3245,98
3248,96
3247,4
3247,75
3247,06
3246,85
3247,68
3247,2
3245,9
3245,56
3245,33
3246,17
3246,53
3246,38
3247,66
3247,64
3248,01
3250,41
3250,22
3250,7
3250,27
3251,55
3251,4
3252,24
3252,24
3251,36
3252,7
3252,31
3251,9
3251,87
3251,7
3250,65
3248,28
3248,52
3248,29
3247,1
3248,6
3249,79
3251,65
3250,47
3250,59
3250,82
3249,8
3249,85
3249,93
3250,16
3248,96
3249,83
3248,75
3248,01
3249,38
3248,72
3248,13
3247,08
3248,65
3249,41
3250,88
3250,09
3251,74
3251,53
3252,93
3253,14
3254,06
3255,01
3254,34
3254,4
3255,79
3254,95
3255,23
3254,31
3254,43
3256,43
3255,31
3255,05
3256,13
3256,75
3256,84
3256,62
3255,8
3255,42
3255,31
3254,42
3253,62
3252,3
3253,1
3253,38
3254,67
3255,39
3254,86
3255,51
3255,62
3255,02
3254,1
3253,96
3253,26
3253,47
3254,84
3252,8
3252,57
3252,45
3252,21
3251,94
3251,33
3251,21
3251,15
3250,87
3252,29
3253,79
3253,68
3254,47
3254,65
3254,88
3253,55
3254,25
3254,39
3255,14
3255,85
3256,2
3256,07
3256,23
3255,95
3256,37
3256,46
3257,19
3257,89
3257,4
3257,94
3258,16
3258,33
3257,98
3257,98
3257,97
3256,96
3257,21
3257,81
3257
3256,49
3256,58
3256,53
3256,58
3256,01
3255,6
3255,78
3256,14
3256,89
3257,9
3257,18
3256,16
3255,86
3254,51
3254,72
3254,27
3253,4
3252,95
3253,32
3252,69
3252,58
3253,31
3254,17
3254,46
3255,4
3255,5
3256,4
3256,48
3255,75
3255,57
3255,27
3254,57
3254,11
3253,16
3254,06
3254,56
3255,3
3255,82
3256,33
3257,78
3258,52
3258,01
3258,59
3258,52
3257,79
3257,19
3258,08
3257,67
3257,36
3256,93
3256,93
3255,92
3255,59
3255,68
3256,72
3256,51
3256,66
3256,36
3256,07
3255,47
3255,68
3255,31
3254,76
3254,93
3255,89
3255,6
3255,44
3256,98
3256,59
3257,18
3255,66
3254,36
3254,22
3255,07
3255,58
3253,93
3252,73
3253,4
3253,6
3253,45
3252,76
3251,82
3251,36
3251,31
3251
3249,96
3248,75
3248,82
3249,61
3249,61
3250,25
3249,9
3251,57
3250,11
3249,77
3249,14
3249,66
3249,3
3249,14
3250,05
3248,89
3248,63
3249,44
3249,79
3249,91
3250,4
3251,29
3249,51
3250,06
3248,84
3248,39
3249,63
3249,13
3249,82
3246,62
3247,85
3244,62
3243,43
3244,51
3245,94
3247,23
3245,9
3246,39
3243,93
3243,97
3244,2
3244,39
3245,49
3244,72
3244,53
3242,94
3241,95
3242,2
3243,27
3242,78
3243,5
3243,62
3245,08
3244,86
3244,46
3245,65
3246,47
3246,79
3247,57
3247,07
3248,03
3248,89
3247,7
3248,07
3246,94
3246,54
3246,21
3245,13
3244,16
3243,21
3242,17
3241,63
3243,15
3244,66
3244,65
3245,09
3245,56
3245,7
3245,83
3246,44
3246,77
3246,82
3247,34
3247,6
3247,65
3249,05
3250,16
3250,22
3249,41
3248,43
3249,99
3248,3
3250
3251,05
3251,94
3252,74
3252,91
3253,31
3250,4
3248,63
3248,42
3247,59
3248,12
3245,78
3244,84
3243,83
3244,44
3245
3246,67
3247,33
3249,57
3247,85
3247,43
3246,73
3248,36
3248,21
3249,65
3246,45
3245,7
3245,04
3245,21
3246,59
3248,1
3247,85
3248,05
3250,23
3252,39
3248,89
3250,06
3250,5
3251,8
3253,17
3251,81
3253,59
3253,28
3252,35
3250,49
3252,25
3251
3250,57
3250,81
3249,07
3247,65
3247,48
3246,99
3247,43
3246,91
3246,28
3245,82
3243,76
3243,45
3244,24
3242,75
3243,76
3241,44
3236,95
3295,47
3295,47
3295,47
3295,47
3295,47
3295,47
3295,47
3295,47
3295,47
3295,47
3295,45
3295,45
3295,45
3295,45
3295,42
3295,44
3294,39
3295,72
3295,77
3295,9
3296,5
3294,57
3293,45
3291,42
3290,47
3292,1
3291,69
3290,57
3291,22
3292,01
3288,38
3286,67
3287,19
3287,31
3287,03
3289,22
3291,33
3293,63
3293,14
3293
3291,1
3290,43
3291,51
3293,1
3294,83
3297,22
3297,62
3297,84
3297,94
3297,65
3298
3297,71
3299,54
3299,26
3298,53
3298,33
3297,6
3297,33
3297,99
3296,71
3296,09
3294,66
3294,91
3295,11
3295,91
3295,44
3294,82
3295,88
3295,16
3294,94
3295,3
3295,66
3297,08
3293,72
3292,52
3293,91
3293,29
3291,98
3291,4
3291,15
3288,53
3288,07
3287,63
3288,44
3287,32
3286,98
3284,39
3283,47
3285,02
3284,98
3284,27
3284,88
3286,53
3287,67
3287,89
3287,03
3285,19
3284,34
3284,95
3286,32
3287,36
3287,41
3287,17
3285,98
3285,23
3283,03
3283,3
3284,55
3286,07
3284,65
3283,11
3281,62
3282,72
3283,01
3284,49
3285,43
3286,55
3286,01
3286,26
3288,14
3287,37
3288,42
3287,93
3289,3
3290,12
3291,04
3290,85
3291,04
3290,7
3289,7
3288,53
3288,29
3288,54
3290,26
3292,38
3292,27
3291,8
3290,4
3290,63
3290,09
3291,19
3289,94
3288,18
3289,96
3290,75
3290,17
3292,5
3294,56
3295,25
3293,63
3293,53
3292,79
3293,11
3293,36
3294,5
3295,97
3296,54
3295,27
3295,62
3294,88
3295,05
3295,34
3294,48
3295,7
3295,84
3296,76
3298,66
3298,28
3298,55
3299,78
3300,72
3300,94
3300,75
3299,23
3297,86
3297,89
3298,4
3299,69
3298,98
3299,5
3298,3
3298,77
3299,31
3299,94
3301,19
3302,02
3302,31
3301,66
3300,45
3299,19
3299,92
3301,21
3301,86
3303,48
3303,96
3305,72
3304,62
3303,65
3303,57
3304,78
3305,19
3305,27
3304,45
3304,86
3304,81
3305,37
3303,72
3303,04
3303,37
3303,93
3305,25
3305,57
3306,17
3306,19
3305,51
3304,48
3303,84
3304,29
3303,95
3303,25
3303,12
3302,5
3302,57
3301,51
3300,54
3298,88
3297,11
3297,65
3299,5
3300,61
3300,98
3298,92
3298,66
3297,75
3298,1
3295,57
3296,46
3299,51
3301,9
3301,68
3302,47
3303,13
3302,73
3304,26
3302,86
3303,94
3304,25
3304,41
3304,68
3305,9
3307,13
3306,23
3305,3
3305,72
3306,64
3307,7
3308,17
3307,99
3310,02
3311
3310,84
3310,89
3311,15
3311,25
3309,98
3310,86
3309,64
3310,98
3311,44
3310,5
3309,59
3310,34
3309,27
3310,88
3313,47
3313,8
3314,53
3315,22
3314,19
3313,55
3313,43
3312,15
3311,63
3313,58
3314,4
3314,67
3313,39
3312,72
3311,84
3312,35
3312,58
3315,15
3314,48
3314,69
3316
3316,15
3314,43
3320,22
3320,68
3321,38
3320,99
3322,26
3322,76
3323,02
3322,58
3322,83
3322,89
3322,31
3322,64
3322,19
3321,9
3321,64
3320,64
3320,35
3319,06
3319,33
3319,39
3318,47
3318,84
3319,31
3318,54
3317,19
3317,59
3317,63
3317,37
3316,83
3317,79
3318,7
3317,73
3316,81
3318,01
3318,36
3318,77
3319,44
3319,34
3320,35
3320,54
3319,42
3319,31
3318,63
3318,66
3318,25
3318,72
3318,85
3318,56
3317,77
3319,58
3320,59
3321,17
3321,73
3322,58
3322,57
3322,72
3322,11
3321,48
3322,38
3323,02
3324,09
3325,07
3326,58
3326,32
3326
3325,94
3325,71
3324,93
3325,45
3325,31
3325,26
3326,04
3325,5
3326,24
3326,14
3327,54
3328,12
3329,03
3330
3328,9
3329,04
3328,49
3327,92
3326,7
3327,44
3327,89
3327,27
3328,03
3327,27
3326,83
3326,41
3327,97
3328,31
3329,59
3329,68
3329,81
3328,59
3328,73
3329,77
3329,93
3330,11
3330,59
3330,59
3328,77
3330,71
3331,27
3333,06
3332,65
3325,54
3325,54
3325,54
3325,54
3325,54
3325,54
3325,54
3325,54
3325,54
3325,54
3325,51
3325,5
3325,5
3325,49
3325,49
3325,39
3325,05
3324,56
3325,78
3326,2
3325,24
3325,03
3323,37
3324,01
3323,97
3325,54
3325,83
3325,86
3326,3
3325,81
3324,27
3324,11
3323,45
3323,28
3324,9
3324,72
3324,9
3325,37
3325,65
3325,66
3326,13
3325,83
3326,51
3325,96
3325,8
3325,19
3324,46
3323,81
3323
3322,95
3324,18
3324,67
3324,15
3323,88
3323,36
3323,26
3323,25
3323,14
3323,61
3323,5
3323,58
3323,82
3323,5
3323,47
3323,41
3324,29
3324,66
3324,46
3323,69
3322,57
3324,08
3324,87
3325,08
3324,81
3324,62
3324,78
3323,81
3323,97
3323,64
3323,25
3323
3323,07
3322,82
3322,24
3322,53
3322,01
3322,04
3322,22
3322,9
3323,44
3323,26
3322,79
3322,98
3323,15
3323,35
3323,63
3323,9
3324,04
3323,69
3323,54
3323,43
3323,88
3323,83
3324,07
3323,18
3322,55
3322,33
3322,03
3322,14
3322,75
3323,45
3323,47
3323,25
3323,56
3323,87
3323,4
3322,83
3322,06
3321,75
3321,48
3321,44
3320,62
3321,2
3320,83
3321,69
3321,25
3320,62
3319,67
3319,67
3319,85
3320,71
3320,82
3321,57
3320,44
3320,19
3319,76
3318,92
3319,15
3319,29
3319,44
3319
3319,5
3319,5
3319,25
3318,92
3318,38
3318,19
3318,23
3318,42
3317,93
3317,38
3316,76
3316,03
3315,5
3315,13
3314,88
3314,92
3314,66
3314,9
3314,84
3315,01
3314,74
3314,82
3313,9
3314
3314,1
3315,23
3315,89
3315,8
3316,03
3316,98
3315,07
3313,28
3313,48
3312,9
3312,47
3311,31
3311,2
3311,38
3311,47
3311,73
3311,41
3311,09
3311,38
3311,13
3310,75
3310,72
3310,95
3311,52
3311,23
3310,83
3311,2
3310,85
3310,45
3310,78
3311,08
3310,94
3310,82
3311,52
3312,19
3312,73
3313,18
3312,9
3312,3
3312,89
3312,63
3312,65
3312,31
3312,42
3312,2
3311,68
3311,71
3311,72
3311,81
3311,5
3311,27
3311,73
3311,93
3312,15
3312,79
3313,32
3313,75
3313,69
3314,22
3314,36
3313,71
3313,75
3313,21
3313,19
3313,68
3313,89
3313,76
3313,99
3313,64
3313,45
3312,66
3313,18
3313,35
3313,7
3313,24
3313,33
3312,83
3312,42
3312,17
3311,83
3311,58
3311,83
3311,18
3309,8
3309,15
3308,58
3308,3
3308,54
3308,64
3309,31
3309,53
3308,4
3307,88
3308,64
3308,85
3308,29
3307,1
3306,51
3305,69
3306,97
3306,77
3306,79
3307,6
3306,92
3307,8
3307,9
3308,08
3309,22
3309,3
3309,06
3309,73
3309,45
3309,14
3308,96
3308,1
3307,02
3306,3
3306,2
3305,96
3305,45
3304,58
3304,66
3304,75
3304,62
3304,87
3305,87
3306,74
3307,57
3307,82
3306,61
3306,83
3307,09
3308,25
3307,2
3307,36
3307,42
3306,54
3306,76
3306,44
3307,55
3307,35
3308,27
3308,01
3308,49
3308,51
3309,28
3309,13
3308,4
3308,76
3311,12
3310,6
3310,04
3310,52
3310,94
3310,53
3311,17
3312,55
3312,62
3312,15
3311,54
3311,3
3311,22
3311,8
3312,89
3313,33
3313,7
3315
3315,43
3315,62
3315,05
3314,37
3315,07
3314,79
3315,83
3315,85
3315,04
3315,19
3315,32
3315,4
3313,77
3313,11
3312,62
3312,01
3311,55
3312,45
3311,6
3311,24
3311,27
3311,12
3311,92
3313,32
3312,45
3312,52
3312,82
3313,46
3313,77
3313,08
3312,68
3312,56
3313,01
3312,02
3311,7
3313,29
3312,62
3311,28
3309,49
3309,45
3310,31
3310,23
3310,35
3311,11
3309,81
3308,01
3307,25
3307,05
3306,57
3305,05
3307,02
3307,69
3307,69
3306,09
3307,14
3306,85
3306,12
3304,62
3304,45
3305,18
3305,95
3307,27
3306,55
3305,1
3304,1
3302,34
3302,76
3303,74
3305,75
3306,58
3306,88
3310,81
3312,76
3321,75
3321,75
3321,75
3321,75
3321,75
3321,75
3321,75
3321,75
3321,75
3321,76
3321,76
3321,81
3321,81
3321,81
3321,76
3321,78
3323,24
3323,5
3323,99
3323,54
3323,19
3324,51
3324,83
3324,15
3323,23
3324,31
3325,22
3323,72
3323,5
3322,95
3321,96
3322,52
3322,73
3324,26
3324,34
3324,62
3325,14
3325,39
3325,07
3324,59
3323,87
3324,26
3324,12
3324,56
3323,04
3321,71
3322,1
3322,51
3321,43
3321,34
3320,61
3320,72
3321,76
3322,46
3323,26
3324,29
3323,47
3322,61
3323,12
3323,23
3324,19
3325,33
3325,84
3325,95
3326,49
3326,6
3326,74
3326,79
3325,07
3325,62
3326,18
3326,84
3327,23
3327,41
3328,12
3328,71
3328,96
3328,8
3329,02
3328,95
3328,98
3328,59
3328,99
3328,34
3328,42
3328,13
3328,31
3328,46
3328,4
3327,79
3327,93
3327,83
3327,92
3328,38
3328,73
3328,9
3328,99
3328,97
3329,04
3328,82
3328,88
3328,97
3329
3328,76
3328,62
3329,08
3329,15
3328,68
3328,88
3328,81
3329,24
3328,79
3328,82
3329,02
3329,11
3328,81
3329,17
3329,76
3329,75
3330,21
3330,55
3330,63
3330,35
3330,2
3330,37
3330,46
3330,58
3330,51
3330,87
3330,64
3330,13
3329,87
3330,21
3329,8
3329,14
3328,85
3329,49
3329,66
3329,91
3330,2
3330,37
3330,32
3330,23
3330,34
3330,59
3331,28
3331,6
3331,66
3331,1
3330,96
3331,22
3331,85
3332,1
3331,96
3331,71
3331,94
3331,75
3331,83
3331,56
3331,3
3331,12
3331,18
3331,1
3330,72
3330,89
3331,23
3331,09
3331,43
3331,13
3331,03
3330,88
3331,18
3330,98
3331,08
3330,94
3331,18
3331,21
3331,48
3331,18
3330,64
3330,86
3330,01
3329,67
3329,41
3329,44
3329,92
3330,01
3329,46
3329,97
3329,92
3329,71
3329,58
3329,78
3329,8
3329,38
3329,8
3329,87
3329,51
3329,44
3329,36
3329,32
3329
3328,61
3328,73
3328,81
3328,68
3328,8
3328,89
3328,69
3328,4
3327,82
3328,03
3328,11
3328,02
3327,07
3326,74
3326,76
3326,77
3326,93
3326,97
3327,24
3326,91
3326,78
3326,62
3325,79
3325,64
3325,28
3325,29
3324,77
3325,15
3326,06
3325,72
3325,34
3324,95
3326,5
3326,41
3327,99
3328,27
3328,03
3327,69
3327,19
3328,31
3329,04
3329,13
3328,78
3328,41
3328,37
3328,05
3327,62
3327,75
3327,74
3327,89
3327,76
3328,08
3328,44
3328,52
3328,33
3327,93
3328,4
3328,97
3329,52
3330,1
3330,25
3329,8
3328,63
3328,92
3329,62
3329,43
3329,34
3329,43
3329,59
3329,84
3329,68
3329,81
3329,8
3329,8
3329,98
3329,95
3330,45
3330,49
3330,31
3329,65
3328,97
3329,18
3329,03
3328,15
3328,36
3328,43
3327,91
3327,97
3327,88
3328,19
3327,45
3327,16
3327,91
3328,2
3328,5
3328,03
3327,32
3327,64
3327,14
3328,42
3329,95
3330,83
3330,9
3331,05
3330,29
3329,96
3331,02
3330,71
3330,86
3331,29
3331,13
3331,4
3331,33
3332,01
3333,5
3333,6
3334,11
3333,95
3334,29
3334,54
3334,63
3335,1
3334,81
3334,89
3336,54
3337,18
3337,27
3337,55
3337,16
3337,27
3336,79
3336,58
